polarity;text
sad;"""Berkali-kali kamu hilang lalu berkali-kali juga kamu datang kembali lalu ku sambut dengan rindu , kurang sabar apa aku yang terus dijadikan persinggahanmu"""
sad;ini kenapa auto correct nya ga mati ya di keyboard gboard :(
netral;"""perempuan, 18 tahun, dom neverland. apa lagi yang ingin anda ketahui?"""
joy;"""Ini ga ada aplikasi chat yg mau niru kek yahoo messenger dulu gitu yak. Buzz, lalu layar bergerak. Keren njir drpd awal chat pake """"p"""" doang"""
netral;"""ingin curhat tentang masa depaannn, ada mba mas kuliahan yang bisa bantu? -fsma"""
netral;Disini ada perempuan yang suka jadi slave? #m
joy;"""Malam jam segini udah pake baju tidur, trus ada yg ngetuk, cowok ganteng yg adl junior gue """"Kak ini burger titipannya"""" """"Oh iya dek, makasih"""" seneng bgt burger mlm malam"""
joy;Its like a coffee with the rainbows mood
sad;"""Kadang kalo ngomongin nikah sama temen gitu gue rasanya juga pengen nikah, tp kalo lagi merenung sendiri gitu rasanya ah udahlah gausah ngarep jadi ga pengen gue"""
netral;kalian yang pake toner viva masih dipake apa engga setelah kabar yang beredar?
joy;Chat yuu pengen deh gitu M..
sad;Lelah!!! ??????????????
netral;Bersama bintang pilsener
joy;"""butuh cowo asix buat grup wa, ada yg maoooo?"""
joy;Nyari cewe yg siap nikah. Dana 100juta melar dikit. Kalo ada chat ??
joy;"""Semalem doi gue lucu banget, dia ngajak vc terus gak bisa diem banget pas vc. Abis itu dia diem, gue tanya knp diem eh tiba tiba dia nguap sampe keluar air mata gitu dan dia n"""
netral;"""Jam segini enaknya gofood makanan apaan si? Yang gabikin kenyang, cuman buat manjain mulut??"""
sad;"""Andai aja ada kisi-kisi siapa jodohku nanti, kan gua ga capek2 hati buat baper sama sembarangan orang"""
sad;kurang sabar apa aku yang terus dijadikan persinggahanmu yang sementara ini? Kurang sabar apa aku yang tidak menuntutmu banyak hal
netral;#pdx101 Kok trainee jyp muncul lagi?? apa gak ke cut aja ya?
netral;locnya bisa search sendiri ga si
confused;"""Untuk apa sih aku hidup, selain untuk beribadah. Bingung wkwk"""
sad;Maaf.
joy;"""{TESTIMONI} kata dia, suara aku gemes. hmmmmm"""
joy;"""Kalian make hp apa? Kalo gue, oppo f9 ??"""
sad;"""Beb semangatin aku dong beb, aku butuh penyemangat beb"""
sad;bantuin kerjain lat soal utbk fisika plis:(
joy;gw cwok kristen 24 Tahun dari jogja. cari cwek kristen juga kali aja ada.. chat yuk makasih
netral;How long ur tell founded relationship lasts?
sad;Kesibukan yang recommended untuk seorang yang sedang dilupakan temen tongkrongan nya
joy;"""Pingin jadi istrinya Joseph Broz Tito, ya gimana sob tatapannya tajam-tajam menusuk tapi ah gemes."""
anger;Adek gua berisik banget baru jadi army
sad;gue kalo makan chips ahoy suka ga tega dah soalnya mirip ortunya spongebob ??
netral;Ada yang matanya pernah timbilan gak?
netral;Belum pernah dapat yang nyambung kalau fc. Ada yng mau fc ga sih? Hahah. Male
sad;Setelah liat orang yg pacaran lama2 bertahun terus bnyk meme nya akhrnya cuma jagain jodohin orang nah. Kalian punya pacar ga usah sombong terutama aku yg lajang wkwkw
joy;Recomend blue fillmm dong
sad;"""Yayaya gue tau gue otak selangkangan, tapi lebih baik jujur diawal daripada belakangan ujung2nya lu ngejauh.."""
sad;"""Mungkin, lebih baik menunggu, drpd mengganggu. -22.16"""
joy;f24 bisa habis makan nasi bungkus sendirian????
sad;Buka wa tutup lagi buka lagi tutup lagi gitu aja trusss
anger;asli gue ngerasa gak aman banget main tell. Sialan
netral;please bgt paraben ga cuma di viva doang. kalo emg lo lg make vitacid baru deh gausah pake viva tonernya. paraben banyak coi di skinker yg lain
sad;"""Sering kepikiran buat bundir. Tapi it wont end the pain, but its only deliver it to others. Dan gue ga mau orang yg gue sayang ngerasain semua 'sakit' yang skrg gue alamin"""
sad;"""Udah satu jam stalking nyari ig mantan ketos, sampe nyari di google data alumni sekolah wkwk. Pas ketemu ignya, yahh digembok:( sad"""
joy;CHAAAT AYOOOOO GUE F YAAK
sad;"""kalo lagi cape, satu-satunya kata yg bikin seneng adalah menyerah."""
sad;udah lama ya gas ga line an
sad;"""Kalo mau jauhin gue gakpp kok, gue terima karna manusia itu ada yg datang dan pergi """
netral;Fc an? Gue m26. Buat yg ga ribet aja
netral;Micellar water garnier yg kuning itu bisa buat mascara juga nggak?
sad;"""Sumpa ini gua muka gedek bgt ngechat duluan, mana udh dari sore kaga di bales. Udh berniat gantian bales lama, eh begitu notif doi muncul ya tetep aja langsung dibales:("""
joy;Rate aku dong. Suka boleh jadian. Hahaha enak banget andai begituuu
sad;"""Kadang monangis punya ayah yang gabisa ngomong halus"""" selalu nge bgsd"""" in anaknya nge bego"""" in anaknya :). Pen mati tapi masih ingat dosa :)"""
netral;Kalian tipe mana? •biasa aja sama aplikasi dan anon sini (gabut aja) •kecanduan aplikasi ini dan hrs buka tiap hari krna ada anon spesial disini
netral;Ada cewe kah yang mau curhat fc di line ? -m18
anger;Tetangga gue jam segini main bola -_-
anger;Pertanyaan super bodoh.
anger;"""Besok UKK, pas puasa, damn it:("""
joy;"""Mesti tidur,besok otw kerja jam 5 semangat ya aku,besok akan jadi hari yang sangat produktif"""
sad;stres sampe mau muntah rasanya
sad;Kurang sabar apa aku yang kamu jadikan selingan saat kamu jenuh dan kosong
joy;saya menerapkan dalam peranonan saya. easy come easy go. ya itulah anon
joy;P for punten aa teteh :))
sad;"""Yaelah, cengeng banget sih gue wkwk"""
sad;BU banget bantuin plis:( -F17
netral;Flm yg bnyk adegann gtu nya apa ya
sad;Diatas usia 25 bisa ambil beasiswa s1 gak sih hahahha :'(
sad;"""at the end of the day, i realize that there is only one person that really will cheer you up through laughters and tears. and the others? they just make use of you."""
fear;kadang suka serem sm diri sendiri. awalnya ketawa mulu tp beberapa jam kemudian tibatiba pgn nangis.
netral;"""Yg f dom jkt, se hedon2nya lo kl ngemall, menurut lo 5jt sekali ngemall tuh cukup ga? *justask"""
anger;"""Nyari cowo yg asik,bisa nyambung ga minta move/pap apalagi baru kenal,i hate u. Teu gelis teu jd gausah terlalu kepo. -fbdg"""
joy;"""Alhamdulillah udh bukber 2 kali, gak ngeluarin duit wkwkwk, hemat duit sekali"""
netral;"""Ada f lagi santai yang mau ngasih emailnya? Fake juga no problem. Dont ask me why, only if you want to. M ga nyari jodoh"""
sad;"""Eh gmna dong gais, gue kalo di kiw sm org suka awto nengok trs kata dianya 'eh nengok' kan gue malu gais, kek gampang bgt di kiw in doang"""
sad;"""Stalking anon, dapet ig nya, 0 post dan digembok, bikin akun fake lalu request follow di accept, tagged postnya juga kosong. Njir stalking yg gagal"""
sad;Itu cewe sama cowo yang ada di grup cakep2 padahal tapi napa omes semua dah
netral;mau nanya aja masi percaya sama cinta sejati?
netral;Kerjaan yg itu2 aja nunggu ditendang kalau perusahaan udah ga butuh atau keluar dari zona nyaman dan belajar hal yg lo suka. Pilih mana?
joy;"""Yang besok UAS/ PAT /UKK. Semangat!!! Inget! Jangan nyontek yah, ayuk belajar belajar!!!!"""
anger;WOI AH GUE MAU CERITA. BARU SEMPET CERITA INI GUE
sad;Udah lama ya jod gak pernah tukeran cerita lagi
joy;"""Om Nunu ganteng kalem ya, gak beda jauh sama jaman Speed."""
sad;Pengen punya pacar kaya Valerie thomas :(
sad;Gabut asli. Ayo fc! M21. Clean
joy;"""Doain ya guys, semoga abis gue latsar, doi ngajak gue jalan trus kita makin deket, sebelum kita balik ke satker masing2. Biar tinggal di ujung Indonesia tu gak sepi gt"""
anger;BACOT ANDA. KESEL GUE AH ANJG
netral;yang location nya kebon pala coba absen dulu sini guyss..
confused;"""besok uas eko, bingung belajar apa..."""
sad;baru tau mama lita udah keluar dr galeri mc :(((
joy;"""Pengen cari istri yang kaya aja lah, tapi gue sadar gue gak ganteng-ganteng amat, tapi kalo udah nyaman, setia dan perhatiannya bukan kaleng kaleng kok.. M23"""
sad;kesekian kali kehilangan temen chat yg nyambung.
sad;Terkadang memilih bertahan itu karna males mulai dari awal lagi
sad;subhanallaaaahh bete ainggg
sad;"""??: kmrn saya ikut kajian mba. trs istri ustadz nya buka cadar. subhanallah cantik bgt. nah saya ini yg uda burik, item gini masih kyk gini2 aja. yg cantik malah milih -c-"""
netral;"""ada yang bisa roleplay? yang BISA ya, f here"""
anger;Pengen berprogress banyak tapi mood mood an. Sebel
netral;pada suka nonton masterchef gak?
sad;Ada yg punya keluh kesah? Kali aja bisa membantu. M20
sad;"""M26 here, nyari temen chat. Yg jabodetabek :(("""
sad;"""Sepi sekali kos ini, need a friend"""
netral;Aku minta email kaamu dong nanti aku buatin spotify premium apa Netflix premium .
sad;"""Dari tadi cuman scroll ig, scroll twitter, scroll tell, buka line, buka wa gitu terus dan ga ada apa-apa :"""""""
joy;Diantar mau telponan sama doi atau belajar fisika hehehehe :')
love;Pacaran awet di line yuk. Drop id nya aja. M here
joy;"""I'm crazy for a girl with a bustypetite bodytype, is there any girl here that aware that she is having that type of body? HMU"""
sad;"""dulu bilangnya jangan ngilang tiba-tiba, sekarang yang ngilang tiba-tiba siapa ya?"""
joy;Mulai biasa ajaa wkwkwk
sad;mau jadi pacar bimopd:(((
joy;Kenyang nya sampe be go hmmm
joy;Fc let's talk about anything -M
sad;people keep looking at asteriska but no one talking bout puti chitara. she's good enough too imo
netral;rp clean? F20. Just here
love;"""Selain suka begadang, aku jg suka kamu:)"""
sad;punya pcr tapi gabisa jadi mdbstr hiuh
joy;Pengen ngebangkitin Pol Pot terus ngajak hijrah bareng
netral;menghilangkan bekas jerawat yg cukup efektif pake apa sih? share dong biasanya yg f banyak ilmu nya soal begini. gue m
sad;"""Feel dead, but i feel my bones"""
sad;"""and now i know, that i always being so dependent to a person who doesn't worth to depend on."""
joy;"""Tell bersih amat dah sekarang, gak kayak dulu kwwk m21"""
netral;Suara gue jam segini mulai aneh.
sad;Segabut itu gueee anjrrr
confused;Enaknya ngapain yak wkw M
sad;"""Td bukber dirumah tmn, gue sholat dulu. itu rame2 sholat gabung cowo cewe. trus pas buka kain, kulot gue ikut kebuka. Keliatan anjir daleman guee mo nangiss malu"""
sad;"""Mampus, rok putih gue dipotongnya kependekan, macam mana nii????"""
joy;"""Ngakak ketika ada cust mesen """"mba chaki kids meal mainannya apa aja?"""" """"Ada moka float"""" """"ada perkedel"""" """"ada spaghetti"""" . Yee kirain ini resto sebelah wkwk"""
sad;"""Kirain kalo udah install tell hp jadi rame, ehh sama aja sepi"""
love;"""Ur who im thinking of, girl u aint my runner up, and no matter what ur always my number one:)"""
netral;"""Netflix premium pak buk , atau spotify premium. Nanya2 gpp kok ga aku marahin gratis lagi"""
joy;Mau dong punya cewe yang posesif
joy;Rekomen lagu lawas indo yg enak ?
sad;"""lu pernah ga si pada bikin status or something like that trus bikinnya pake bahasa inggris dibikin cool kayak org bule, padahal mah itu lirik lagu yg org jarang tau:(("""
sad;"""Bingung mau ngebales chtnya apa enggak, dri semalem di diemin aja. Karna udah ga enak dia malah suka sama temen ku:("""
joy;Secreto barbar bgt wkwkwk
sad;aduh kebiasaan abis makan pasti muntah :(
anger;"""Dulu gw jadi tempat curhatnya doi, sampe semuanya dia ceritain. Sampe pada masa dimana gw lost respect sama dia dikarenakan how he treats all of that girls. Thread?"""
sad;"""Lagi pengen cerita sama 1 orang itu, tapi orangnya lagi butuh istirahat dan aku tidak ingin mengganggu ????????????????????"""
sad;im a dead ass woman . . . . .
netral;kebon kelapa mana suaranyaaa?
netral;Ada yang gamau chat sm gue ga
netral;nih ya gue pake the ordinary niacinamide buat ngilangin bekas jerawat sm mencerahkan. semantul itu. ga purging juga di gue siapa tau kalian butuh hehe.
sad;Buat anak memang mudah. Tp mendidik anak dengan baik belum tentu bisa dilakukan :).
joy;Weekend gue terlalu enjoy sampe lupa besok udah senin lagi hahaha -M
sad;Nyari novel after weddingnya pradnya dimana sih :( susah amat
sad;gimana yak. Pengen curhat ke sesama pejuang tugas akhir tapi takut ngebebanin...... Akhirnya i keep it with myself.
sad;"""i've came to realization, that not all ppl you think are the best is always the best in your life. ppl come and go, you'd better be careful not to hurt yourself."""
netral;"""Halo gaes, ada cerita yg seruu ga disini? Kalo ada keyword nya apa ya? Makasih"""
netral;Fc anyone? 22 m hereeeee
sad;pengen nangis galau bngt ??????????
netral;F yang mau bahan sini gw kirimin hehe. #YangTauTauAja m21
joy;"""Selain begadang, gue juga suka makan larut malem/ malem bgt. Lah, kan sahur brow"""
netral;https://drive.google.com/file/d/10ofb0aQehj2ReAC0DRHjCBxlfUzeW82B/view?usp=drivesdk maaf ya aku kalo nugas suka aus
netral;"""Ada yg ikut sharing sama ust hanan attaki ga di horison ultima bekasi? Tgl 26, hari ini terakhir daftar loh"""
joy;"""Sekian lama ga skinkeran, akhirnya nemu tamparan biar ga dekil wkwkw. f"""
sad;Cowok dago ku manaaaa :(
sad;Kasian temen gue video nya kesebar..
confused;Ko kebon kelapa semua dah
sad;kenapa si kepikiran pake kutek pas haid nya udah mau selesai
joy;kalo gua udh sukses cantiknya gua gamau lg sama lu mas. ehe
sad;"""Liburan santai tau tau besok udah masuk, presentasi pula. Cemanaaaa"""
netral;Free chat? ToD? Atau bebas nanya? Pc aja #m
sad;Ada gitu yaa... Cewek yang masih pacaran tapi udah ngorbanin semuanya untuk cowok nya. Di kasih makan apaan dah sama si cowok?? Hmm... Jadi pengen dapat cewek begitu
sad;"""Ah gaseru bgt sih kesel, masa mau prank mantan gue malah ga dibales lg:("""
netral;https://t.co/LxRixqeiPx
joy;Gue muslim tapi pengen pake kalung salib
sad;Anyone fc? Im bored now!! Clean talk M21jksel
sad;susah ya cari yg imagin nya nyambung. Pengen nge rp - f
sad;"""Hal yang membuat aku berat dan merasa salah langka. Kuliah ga sesuai passion, yang bener2 ga menguasai, sampe sekarang aku lulus wisuda, aku ga ngerti. Pas mau kerja """
sad;"""pengen chat sama orang, tapi males balasnya."""
netral;friend-chat skype anyone? kenapa di skype? krn gue suka lupa buka ini wkwk. f
netral;Cewenya ada yg lagi pengen ga?
netral;cara keluar dari gc tanpa ketahuan gimana?
netral;Kasih penilaian dong menurut kalisn tentang Tukang Service ?
sad;"""i hope i wont fall into the same hole anymore. it is tiring to keep falling in the same place, even when you dont want to"""
sad;"""jd bokap nyokap lg pacaran krna hari ini anniversary pernikahan mereka, trs gue ditinggal sama adek gue yg masi 2taun ber2 dirumah dan gadititipin duit sama makanan:("""
netral;Ask me about anything F #Mhere
joy;"""Jd gua minta deketin sama si A ke si B, si B ni lucu ganteng trus kyk ramah gt, si A ini temen smp gue wkwk. Nah trus tadi ni gue bukber sama temen2 smp, trus gue dianter pulang-"""
sad;Keburu ngantuk atuh ga jadi fc ini mah heuuu
sad;gw ngantuk ampe nangis gmn dong
joy;Tapi tenang saja cowo yg ada dihatiku hanya shun seorang. MIICHAN BUCIN WOY HAHAHAHAHAA
netral;Sharing sharing tentang sistem perkuliahan kalian yuk w M20
sad;"""hari ini gue udah belajar dari jam 7 pagi sampe tadi jam set 10 an untuk utbk. Skg rasanya mau muntah, dan tiap hari kaya gitu. Berlebihan kah?"""
netral;Gue sekolah pake celana
joy;Chat yuuu pengen deh gitu hehe M
netral;"""HAYO, HARI INI PAKE WARNA APE? """
joy;KEKNYA CUMA GW SM ANON GW KALO NGECHAT NGEGAS MULU ??????
netral;Ada f nasrani? Chat yuk barangkali nyambung. M23
joy;Ninggalin cewek pas lagi sayang sayangnya asik banget bro
sad;"""sekrng nunggu lebaran bukan karna nunggu momen ketemu keluarga, tapi ketemu nongki sampe lupa waktu dan akhirnya check in cman buat numpang tdur. Shit."""
sad;berteman itu gaharus kita benci sm org yg temen kita benci jg kan? isn't right guys?
joy;Chat yukyukyukyuk F18 :))
fear;Malam jumat gini serem ya
sad;"""lg makan eskrim trs kebelet pgn pupi, yauda eskrimnya aku ajak pupi:("""
netral;"""Gue bisa tahan ga mandi 3hari, shampoan cuma sebulan sekali, sisiran kalo inget. """
anger;Diz iz syitzzzzzz men huaa
sad;Banyak pengunjung. Tidak menarik.
sad;"""if you happen to see my post, t, i am sorry, i am always thankful and i love you so much that it hurts"""
sad;"""Hai, boleh minta semangat? Lagi ngedown bgt, berasa ga ada yang sayang dan peduli sama aku. Please"""
anger;lg sebel bgt hibur aku donggg
sad;Yaah kok chat dari sad panther tau2 ilang sih :(
anger;Masa di depan rumah get kayak ada yg lagi mainin pager
joy;yuk udah lama engga nih. M divorced
anger;"""Ini cowok kenapa sih merajuk mulu dari kemaren, ditanya malah kasih emot ??, apa coba maunya tu orang """
netral;Yang mau fr kesini aja. Free kok -M
fear;"""tiati cuy, dulu di Tell suka ada yg kaya ngaku cewek, trus nanyain nomer wa lo, dan nomor lo langsung ditulis di story, dibilang """"NOMOR COWOK GA BENER NIH"""" dan play victim"""
joy;"""Masih mencari mba mba wanita karier yg kerja didaerah sudirman - thamrin. M24 kerja di sudriman, siapa tau bisa pulang bareng."""
joy;BARU KALI INI GW BISA MENARIK DIDEPAN ORNG WKWKKWKW
joy;Hay kamoeeeee! Iya kamoe yg batcaa. Cuma nyapa dowang guwe huahaha
netral;Cewek abis makeup an bersihin pake pembersih muka atau langsung cuci muka pake sabun muka?
sad;Pengen punya pacar kaya Emily Devita :(
sad;umur baru 20thn tapi udah kepikiran nikah tapi belum punya cowok wkwk apaansi gue aneh bgt si :( wkwkw abis gemes bgt kalo liat cowok gendong bayi ehehee
fear;Demi apapun gua akhir2 ini suka ga kebangun sama alarm. Besok takut kesiangan anjirrrrr
sad;pengen deh punya cowok yang bisa nemenin gue dan terima gue apa adanya. Heu ngarep dah jele juga w ehehe -f
sad;"""Henlo guis, gue barusan aja download ini, bisa ngirim foto gak sih disini tuh? :( gue suka ngumpulin/ngeshare memes soalnyaa"""
joy;"""tiap gue ngetik kasar atau asal, selalu u ingetin. terima kasih. :)"""
sad;setiap lagi ngumpul ama temen pasti bakal gasempetin buat bales chat pacar auto males gitu?? ampe sekarang vibes jomblo gua masih kebawaaa kayanya??
anger;Apasih bagusnya atta gledekkk
sad;Beban idup beratbgt tp pas nyoba buat liat kebawah.YaAllah masih bnyk yg hidupnya lebih berat dari aku.
sad;Woeyy lelaki jangan sering-sering php dong
sad;"""Barusan mas2 burjo langganan bilang sayang sama w coba, trus w tolak. Maap ya mas:("""
netral;si jatinegara yg pengen kawin muncul lagi gengs
joy;F hijab gemesin deh chat yuu pengenn -M
joy;"""Lama"""" gw malu punya bokap kek dia :)"""
sad;bosaaan sekaliiiiii hm
netral;"""gue mau nanya nih sama f sma yg baru lulus tapi pc aja, gue f juga kok"""
sad;Asli hari ini marahan mulu ama doi :( seharian chattan bs diitung jari. Parah si ini mah
sad;Gue ga penting buat dia heheh
sad;Gue males bikin cerita haluan. Jawab sekenanya aja.
sad;bu ibu tetangga suka pangling kalo gue udh cantik mo ngampus. coba pas gua blm mandi udh kyk macan katanya:')
joy;Bm cium keningnya Lenin
sad;Sekarang jarang ada yg komen ya:')
anger;Kangen dibucinin. Kzl bat mantan gue mendadak sadar jir wkwk
joy;"""MAIN WEREWOLF YU GUA MAU NYOBA ,M"""
